Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,30.419828414916992,30.716318130493164,30.004743576049805,30.24193572998047,14.549820899963379,12873300
2000-01-04,29.648956298828125,29.88614845275879,28.462997436523438,29.11527442932129,14.007771492004395,14209000
2000-01-05,29.293169021606445,30.24193572998047,29.233871459960938,29.589658737182617,14.236001014709473,12981600
2000-01-06,29.648956298828125,31.072105407714844,29.589658737182617,30.657020568847656,14.749527931213379,11115300
2000-01-07,32.25806427001953,33.088233947753906,30.657020568847656,32.73244857788086,15.748045921325684,17962200
2000-01-10,33.20683288574219,33.20683288574219,32.31736373901367,32.67314910888672,15.719512939453125,10413700
2000-01-11,32.49525451660156,33.20683288574219,32.25806427001953,32.25806427001953,15.51980209350586,9747100
2000-01-12,32.73244857788086,33.503318786621094,32.67314910888672,33.3254280090332,16.0333309173584,11423300
2000-01-13,33.14753341674805,35.22296142578125,32.851043701171875,35.10436248779297,16.889202117919922,27705900
2000-01-14,35.51945114135742,35.69734191894531,35.10436248779297,35.10436248779297,16.889202117919922,17055800
2000-01-18,35.22296142578125,35.341556549072266,33.97770309448242,34.629981994628906,16.66097068786621,11459600
2000-01-19,34.86717224121094,35.16366195678711,34.45208740234375,35.10436248779297,16.889202117919922,10596400
2000-01-20,34.86717224121094,34.98576736450195,33.97770309448242,34.52621078491211,16.611042022705078,8411300
2000-01-21,34.68927764892578,34.68927764892578,33.20683288574219,33.26612854003906,16.004804611206055,13022800
2000-01-24,33.20683288574219,33.44402313232422,31.665084838867188,32.613853454589844,15.690986633300781,13734500
2000-01-25,32.73244857788086,33.621917724609375,32.5545539855957,33.088233947753906,15.919212341308594,9903600
2000-01-26,33.02893829345703,33.20683288574219,32.613853454589844,33.088233947753906,15.919212341308594,7728800
2000-01-27,32.791744232177734,33.621917724609375,32.73244857788086,32.73244857788086,15.748045921325684,9058700
2000-01-28,32.73244857788086,33.859107971191406,32.139469146728516,33.38472366333008,16.06186294555664,11834600
2000-01-31,32.25806427001953,34.629981994628906,32.25806427001953,34.333492279052734,16.518335342407227,10634500
2000-02-01,33.74051284790039,35.282257080078125,33.68121337890625,35.10436248779297,16.889202117919922,12345700
2000-02-02,35.045066833496094,35.10436248779297,33.91840744018555,34.15559768676758,16.432743072509766,7527100
2000-02-03,34.21489715576172,34.74857711791992,33.503318786621094,33.799808502197266,16.261558532714844,9268900
2000-02-04,34.274192810058594,34.274192810058594,33.503318786621094,33.91840744018555,16.31862449645996,6966000
2000-02-07,34.03700256347656,35.10436248779297,33.74051284790039,35.10436248779297,16.889202117919922,13399900
2000-02-08,35.16366195678711,35.993831634521484,34.98576736450195,35.87523651123047,17.260082244873047,16190200
2000-02-09,35.69734191894531,35.75664138793945,34.274192810058594,34.274192810058594,16.48979377746582,11812400
2000-02-10,34.629981994628906,34.629981994628906,33.20683288574219,33.20683288574219,15.976273536682129,11148700
2000-02-11,33.74051284790039,33.74051284790039,32.25806427001953,33.20683288574219,15.976273536682129,10721300
2000-02-14,31.842979431152344,33.503318786621094,31.842979431152344,33.20683288574219,15.976273536682129,8846600
2000-02-15,33.26612854003906,34.03700256347656,32.96963882446289,33.74051284790039,16.233030319213867,8255700
2000-02-16,33.20683288574219,33.26612854003906,32.0208740234375,32.0208740234375,15.444785118103027,10407100
2000-02-17,32.37665939331055,32.613853454589844,31.90227699279785,32.25806427001953,15.559185028076172,8953800
2000-02-18,32.25806427001953,32.25806427001953,31.190702438354492,32.25806427001953,15.559185028076172,10871100
2000-02-22,31.724382400512695,32.080169677734375,31.427894592285156,31.783681869506836,15.330379486083984,9207000
2000-02-23,32.080169677734375,32.25806427001953,31.25,32.25806427001953,15.559185028076172,9581100
2000-02-24,31.190702438354492,31.60578727722168,30.89421272277832,31.368595123291016,15.130163192749023,9788100
2000-02-25,31.309297561645508,31.546489715576172,30.360530853271484,30.716318130493164,14.815545082092285,8700800
2000-02-28,30.479127883911133,30.775617599487305,30.301233291625977,30.53842544555664,14.72974681854248,8546100
2000-02-29,31.190702438354492,31.190702438354492,30.004743576049805,30.479127883911133,14.701144218444824,12447300
2000-03-01,30.479127883911133,30.775617599487305,29.88614845275879,30.24193572998047,14.586736679077148,11586800
2000-03-02,30.360530853271484,30.360530853271484,29.88614845275879,30.360530853271484,14.643943786621094,8803200
2000-03-03,31.783681869506836,31.783681869506836,29.88614845275879,30.953510284423828,14.929954528808594,10588600
2000-03-06,30.419828414916992,30.89421272277832,29.88614845275879,30.064041137695312,14.500935554504395,11152600
2000-03-07,29.76755142211914,29.88614845275879,28.462997436523438,28.462997436523438,13.728696823120117,15320300
2000-03-08,29.41176414489746,31.427894592285156,28.640892028808594,30.775617599487305,14.844157218933105,19821900
2000-03-09,30.953510284423828,32.613853454589844,30.59772300720215,32.613853454589844,15.730798721313477,19182000
2000-03-10,33.3254280090332,33.44402313232422,32.25806427001953,33.20683288574219,16.01681137084961,20526400
2000-03-13,33.3254280090332,33.3254280090332,31.783681869506836,32.5545539855957,15.702199935913086,12301400
2000-03-14,32.43595886230469,32.43595886230469,31.309297561645508,31.546489715576172,15.215970039367676,9108000
2000-03-15,32.139469146728516,33.799808502197266,32.0208740234375,33.44402313232422,16.131216049194336,16351500
2000-03-16,34.333492279052734,34.68927764892578,33.799808502197266,34.629981994628906,16.7032413482666,19343100
2000-03-17,34.21489715576172,34.45208740234375,33.68121337890625,33.97770309448242,16.38863182067871,13465400
2000-03-20,34.15559768676758,34.21489715576172,32.25806427001953,33.20683288574219,16.01681137084961,8288100
2000-03-21,34.21489715576172,35.10436248779297,33.97770309448242,34.80787658691406,16.7890567779541,14331700
2000-03-22,33.91840744018555,34.274192810058594,32.851043701171875,33.799808502197266,16.302818298339844,18326100
2000-03-23,33.02893829345703,34.09629821777344,33.02893829345703,33.44402313232422,16.131216049194336,10665000
2000-03-24,33.44402313232422,34.03700256347656,33.02893829345703,33.088233947753906,15.959609985351562,9484500
2000-03-27,33.088233947753906,33.68121337890625,32.910343170166016,32.96963882446289,15.902410507202148,9767700
2000-03-28,32.49525451660156,33.74051284790039,32.49525451660156,33.26612854003906,16.045412063598633,9288700
2000-03-29,33.44402313232422,34.86717224121094,33.310604095458984,34.51138687133789,16.646039962768555,14706100
2000-03-30,34.570682525634766,34.92647171020508,34.21489715576172,34.629981994628906,16.7032413482666,10455800
2000-03-31,34.68927764892578,34.98576736450195,33.859107971191406,34.68927764892578,16.731847763061523,9122500
2000-04-03,35.10436248779297,36.64611053466797,34.86717224121094,36.053131103515625,17.38967514038086,20075000
2000-04-04,36.705406188964844,37.95066452026367,36.053131103515625,37.71347427368164,18.190523147583008,35368300
2000-04-05,36.52751541137695,37.17979049682617,36.40892028808594,36.64611053466797,17.67569351196289,10348600
2000-04-06,36.17172622680664,36.64611053466797,35.815940856933594,36.40892028808594,17.56129264831543,10042100
2000-04-07,36.52751541137695,37.41698455810547,36.46821594238281,36.824005126953125,17.76149559020996,9818500
2000-04-10,36.94260025024414,38.247154235839844,36.764705657958984,37.772769927978516,18.2191219329834,16211600
2000-04-11,37.71347427368164,38.425048828125,37.535579681396484,37.772769927978516,18.2191219329834,13789300
2000-04-12,37.476280212402344,38.89942932128906,37.23908996582031,38.30644989013672,18.476533889770508,17862000
2000-04-13,38.12855911254883,38.30644989013672,36.94260025024414,37.59487533569336,18.133317947387695,13212900
2000-04-14,36.94260025024414,37.061195373535156,34.98576736450195,35.993831634521484,17.361080169677734,14472400
2000-04-17,35.341556549072266,36.88330078125,35.10436248779297,36.053131103515625,17.38967514038086,14601400
2000-04-18,36.053131103515625,37.59487533569336,36.053131103515625,37.535579681396484,18.104719161987305,14987200
2000-04-19,37.6541748046875,40.32258224487305,37.35768508911133,39.195919036865234,18.905553817749023,21162900
2000-04-20,39.966793060302734,39.966793060302734,38.66223907470703,39.37381362915039,18.99135398864746,11451400
2000-04-24,39.37381362915039,41.9829216003418,39.13662338256836,41.27134704589844,19.90660858154297,15705000
2000-04-25,40.91556167602539,41.50853729248047,40.026092529296875,41.2120475769043,19.878000259399414,10930700
2000-04-26,40.55977249145508,41.27134704589844,40.32258224487305,41.27134704589844,19.90660858154297,10977100
2000-04-27,39.84819793701172,41.33064651489258,39.84819793701172,40.55977249145508,19.563386917114258,10821900
2000-04-28,40.55977249145508,40.678367614746094,39.61100387573242,39.966793060302734,19.277368545532227,9442600
